文章发表时间,文章标题(article_title),文章类型,模型,文章摘要(article_abstract),文章关键词(article_keyword)
2016-03-01,基于复杂网络的网络舆情动态演进影响机制研究,舆情演化分析,动态博弈,"随着网络社会的崛起,作为社会舆情在互联网空间映射的网络舆情已成为最为活跃的社情民意表达方式,对现实社会的影响力越来越大,逐渐深度介入到各种社会现象、社会问题以及社会事件的发展和变化中,演变为现实的政治和公共管理。在此背景下,探究网络舆情演进过程和演进规律,对网络舆情演进过程中的影响机制进行系统分析,具有重要现实意义。本文从对国内外相关研究成果梳理入手,基于复杂网络的理论分析和网络舆情的演进特点,综合运用建模仿真和实证分析等研究方法,通过对网络用户主体行为特征、行为动机和网络关系进行合理抽象,构建复杂社会网络中的网络舆情演进模型,从政府、媒体和网民动态交互的网络成员、网络关系等新的研究视角,对网络舆情动态演进的影响机制进行了深入研究。本文的具体研究工作如下:首先,根据观点动力学的建模范式,对复杂网络的特征、统计特性和网络类型以及网络舆情演进的特点、影响因素等进行理论分析,提出了基于复杂网络的网络舆情动态演进影响机制的研究框架。复杂网络的建模方法能够通过研究微观个体的自我变化和交互作用,反映出宏观层面的聚合效应。运用复杂网络理论进行网络舆情动态演进影响机制的研究,可以很好地反映出网络舆情的演进规律与影响特性,使基于复杂网络的网络舆情动态演进模型具有更可靠的现实刻画作用。在此基础上,结合对网络舆情传播特点、主体特征、影响因素和演进路径等相关理论的分析,形成了本文的研究框架,为下一步的深入研究奠定的理论基础。其次,基于复杂网络的建模思想,从影响网络舆情动态演进的网络主体行为动机和复杂网络结构模型两方面进行分析,改进了主体行为交互规则,并设计启发式优化算法,构建了基于复杂网络的SNO网络舆情动态演进模型。选择具备很高社会影响力和数据可得性的新浪微博用户为研究对象,通过新浪API接口设计一个网络应用程序并发布该应用,邀请微博普通用户参与填写选择自己转发微博的动机,获取微博用户转发该条微博的主观信息,运用计量经济学的主成分分析法进行数据分析,挖掘网络舆情动态演进过程的参与主体行为特征,为网络舆情动态演进模型的主体行为属性设置奠定基础。对目前广泛应用的无标度网络模型和小世界网络模型进行比较分析,NW小世界网络模型利用“随机化加边”建立节点间的连接,避免了孤立网络的出现,从网络用户行为特征和网络舆情传播观点聚合特性看,具有BA无标度网络、WS小世界网络不可比拟的优势,因此本文选择nw小世界网络模型作为复杂网络的模型结构。根据网络舆情动态演进weisbuch-deffuant模型的建模方法,研究提出改进的主体行为交互规则;根据sir病毒传播模型范式,构建了基于复杂网络的sno网络舆情动态演进模型,并设计了加速动态演进影响模型收敛的启发式优化算法。再次,运用进化博弈复制动态分析和仿真方法,研究基于复杂网络的网络成员对网络舆情动态演进的影响机制。参与网络舆情演进过程的网络成员主体包括政府、媒体和网民,在舆情演进过程中,三者之间是相互联系、相互制约、相互作用的关系。对网络舆情演进过程的各参与主体博弈关系进行分析,进而设计政府主导下的网络舆情演进中政府、媒体、网民动态博弈机制,建立三方动态博弈模型,推导动态博弈模型的最优解,给出了各参与主体在不同情况下的稳定性策略,运用三维立体图分析不同策略组合的渐进趋势,并以“松花江水污染事件”为例对该事件中政府、媒体和网民三者的行为变化进行动态仿真分析。仿真结果认为,政府发布信息越早对网民和媒体的影响作用越大,效果越好;政府引导力度加大,会对网民和媒体释放积极信号,取得事半功倍的引导效果;监管力度则仅对媒体的影响较大,而对网民的影响较小;媒体的态度影响网民的态度;政府的公信力越高,网民和媒体的接受度越高;政府信息的真实度越高,越能在短时间内赢得媒体和网民的趋同,使网络舆情趋向均衡状态。然后,运用复杂网络的仿真分析方法,研究基于复杂网络的网络关系对网络舆情动态演进的影响机制。根据多主体行为特征和行为动机提出研究假设,对政府、媒体、网民主体属性进行修正,推演出网络关系变化的若干推论;分析设置了主体交互规则,构建了考虑网络关系的sno模型主体交互规则,运用netlogo仿真软件对瓮安事件中政府、媒体和网民的行为和网络舆情动态演进过程进行仿真实验,并结合哈尔滨“天价鱼”事件对仿真结果进行了验证。实验结果表明,通过改变网络主体之间的关系强度,可以测度政府、媒体、网民之间网络关系的变化对网络舆情动态演进的影响。如果政府的影响权重较大,绝大多数网民和媒体都会与政府保持一致态度;一旦网民、媒体、政府的影响权重比较接近,网民、媒体在舆情演进过程中所持态度易产生波动;若政府的公信力较低,导致政府的影响权重较小,网民、媒体可能出现分化走势,影响政府对舆情的干预效果;即使在政府影响权重稍弱的情况下,如加大监管力度,提前介入并向媒体或网民释放积极信号,也会对网络舆情动态演进产生积极影响。最后,运用案例分析的方法,对哈尔滨“天价鱼”事件中政府、媒体和网民三者之间的博弈关系进行分析,结合网络舆情动态演进的四个阶段,深度挖掘网络关系对网络舆情动态演进的影响机制,并进一步分析了网络关系不同策略选择对网络舆情动态演进的影响。希望本文的研究为探究复杂网络舆情动态演进影响机制、挖掘网络用户行为规律、正确进行舆情干预和引导提供借鉴。","[""复杂网络"",""网络舆情"",""舆情演进影响机制"",""动态博弈"",""仿真""]"
2016-02-15,基于时间记忆的网络舆情意见交互模型研究,舆情意见交互模型,HK模型,"如何设计更符合实际情况的意见交互模型,使仿真研究结果更具真实性,是网络舆情仿真研究的核心问题。目前针对意见交互过程的多数研究仅考虑了邻居对意见形成的影响,忽略了以往符合遗忘规律的历史时刻个体意见态度对当前意见的""冲击""。本文在梳理、分析经典意见交互模型的基础上,考虑个体意见演变的时间记忆问题并结合卷积理论提出了新思路,建立基于HK模型的具有时间累积效应的意见交互规则模型,并给出算法实现。仿真研究结果表明:网络舆情中网民某时刻的意见值不仅受到当时周围邻居的影响,自身的历史记忆也对此产生作用。","[""交互规则"",""HK模型"",""卷积"",""时间记忆"",""仿真""]"
2016-02-15,基于K-中心轮换算法的湖南省移动互朕网网络舆情服务系统的二次开发,舆情服务系统,K-中心轮换算法,"移动互联网舆情传播具有用户数量庞大,发展速度快,信息交流和传播具有泛在性、永久在线性、交流的碎片化和舆论的趋同性的特点,舆情安全变得更加复杂。舆情监控服务至少要实现大数据采集、大数据挖掘和信息源定位三个功能。当前的网络舆情服务系统数据挖掘效率低、聚类分析功能弱,利用k-中心轮换算法可以避免出现局部最优,提高聚类分析的精准度,但仍存在需要事先输入簇数、伸缩性较差等缺点。","[""移动互联网"",""网络舆情"",""数据挖掘""]"
2016-02-15,互联网大数据的多维度网络舆情有效融合分析,多维度舆情融合,大数据分析,"近年来,基于大数据技术对多维度的网络舆情进行融合与分析的技术已经进入到各方的事业当中来。在这一背景下,通过对于互联网大数据的多维度网络舆情的全面剖析,找出其中最有效的融合途径与方法,并通过这一有效途径,为今后多维度网络舆情的有效融合及其相关管理与融合体系的建立提供必要的理论基础与实践指导。此种有效融合途径的实现不仅改变了网络信息的传播途径,极大的增加了传播数据,更是能够从数据底层获取其数据传播的节点信息,无论是对自身信息的融合还是舆情的管理与预判均具有积极意义。","[""互联网"",""大数据"",""多维度"",""网络舆情"",""有效融合途径""]"
2016-02-05,公共危机事件网络舆情热度模型研究,舆情特征分析 舆情应对方法,Gompertz模型,"分析公共危机事件网络舆情信息数据特征,以网络信息量为研究对象,分别构建自然状态下和政府有效干预下的公共危机事件网络舆情热度模型,研究模型稳定性并定义化解度来分析舆情化解程度,结合实例进行模型应用研究,为政府应对公共危机事件网络舆情提供参考。","[""公共危机"",""网络舆情"",""Gompertz模型"",""化解系数"",""能力评估"",""实例研究""]"
2016-02-05,基于网络舆情的政府信息服务公众满意度评价研究,舆情用于综合评价,粗糙集方法,"基于网络舆情分析了政府信息服务公众满意度影响因素,参考顾客满意度模型建立了基于网络舆情的政府信息服务公众满意度指数模型。针对指标权重获取的问题,构建了基于粗糙集条件信息熵的政府信息服务公众满意度智能评价方法。考虑到政府信息服务公众满意度评价分析中常见的小样本数据特点,将决策表进行合理分块划分,以层次式计算的方式基于粗糙集方法逐步实现对各个评价指标权重的客观求取。算例分析和实验比较,验证了本文所构建的基于网络舆情的政府信息服务公众满意度智能评价方法的有效性与优越性。","[""政府信息服务"",""网络舆情"",""公众满意度"",""粗糙集"",""信息熵"",""权重""]"
2016-01-15,邻避型群体性事件中网络舆情的监测与引导,邻避型群体性实践中网络舆情的监测与引导,邻避型公共事件,"在我国社会转型的关键时期,由邻避设施所引发的群体性事件频发,成为学界的研究热点。基于传播学视角下的邻避事件中网络舆情传播探析首先要分析传播要素、传播周期和传播特点。然后,分析邻避事件中网络舆情的影响建构:网络舆情往往因""蝴蝶效应""、政府部门监管不力、媒体追求""眼球效应""、民众急于维权等因素而走向失控;从而表现出谣言泛滥、群体极化、官民情绪对立等突出特征;网络舆情能够起到信息传递、引导监督和超前预警的正向作用,但也会造成邻避设施的被污名化、恐慌性情绪以及激化官民矛盾的负面影响。要搞好网络舆情监测与引导必须从政府转变职能、媒体承担责任、群众理性参与等措施入手,多方合力联动,才能收到预期效果。","[""邻避型群体性事件"",""网络舆情"",""监测与引导""]"
2016-01-15,网络舆情内容分析中的Web文本语义特征抽取研究,舆情分析,语义特征抽取,"网络舆情内容分析的重点是Web文本的内容处理,而抽取Web文本特征是内容处理的基础。首先利用N-Gram算法进行特征项选择并计算权重,然后利用网络舆情领域本体对原始特征进行抽取转换,得到Web文本的语义特征,利用语义特征向量来表征Web文本,将Web文本的相似度转换为基于领域本体的语义特征相似度,提高了网络舆情内容分析的准确度。实验结果表明该方法达到了理想效果。","[""网络舆情分析"",""语义特征"",""抽取转换""]"
2016-01-12 09:46,大数据网络舆情信息情感维度要素的关联模型构建,舆情特征分析,关联模型,"[目的/意义]情感维度是网络舆情信息预警级别的评定信号,其影响要素关联模型的构建能够较为清晰地描述各要素间及其与大数据网络舆情环境之间的错综复杂关系,从而为深入探讨大数据网络舆情信息的情感发展规律提供参考。[方法/过程]根据情感维度理论,从情感的种类、情感的转换、情感的唤起3个维度建构大数据网络环境下舆情信息情感维度要素关联模型。[结果/结论]实证分析结果表明:大数据舆情信息情感维度模型中舆情信息的情感级别与情感反应、情感焦点维度之间存在显著相关;情感指向与其他维度之间存在弱相关;情感维度模型中没有完全无关的要素。","[""大数据"",""网络舆情"",""情感维度"",""关联模型"",""实证分析""]"
2016-01-12 09:45,网络舆情信息语义识别关键技术分析,舆情语义识别技术,语义识别技术,"[目的/意义]在梳理和分析主要网络舆情语义识别关键技术的基础上,详细分析网络舆情信息情感倾向性分析技术、网络舆情话题识别技术的现阶段研究状况。[方法/过程]从技术特征中提取出处理精度、技术复杂程度、通用性、适应性等指标,根据所提出的指标对网络舆情信息语义识别关键技术加以比较分析。[结果/结论]分析得出各类技术的优劣之处,挖掘其未来的发展方向,为有效开展舆情监测和管理实践提供参考。","[""网络舆情"",""语义识别"",""识别技术""]"
